File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
89cf5427-f36d-41cb-b8d2-e6154db05958	1cf033c9-814c-4729-8b2e-e09a3d7d55cf.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A1	TCGA-DD-A3A1-11A	Solid Tissue Normal
389b3e7d-3235-461d-91de-8dce19bb84b3	c8acd2f1-7e43-4882-ac22-ba4ed29825ff.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NG	TCGA-DD-A4NG-01A	Primary Tumor
9f86a5eb-7b42-445b-a52a-f4b13f9076e2	40c20f61-a6a5-447a-b9f9-4b4fe3c55fb4.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10T	TCGA-BC-A10T-01A	Primary Tumor
5c03b372-7a4e-45aa-89b3-40e5b83660ce	f146073d-03e0-436d-9e01-9c58d3c99bbe.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A10T	TCGA-BC-A10T-11A	Solid Tissue Normal
31b524aa-2bba-49cf-96f6-47446320f33a	8935cfcc-31d2-4150-8c7d-afd64f37686e.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-FV-A496	TCGA-FV-A496-01A	Primary Tumor
3f0a83a1-2f27-4644-a936-408101e00239	cf3f9d2a-fd77-41bc-bb08-1ca26771a51a.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BD-A3ER	TCGA-BD-A3ER-01A	Primary Tumor
5b95a49a-cb23-444e-8321-8c9b56499b65	b3cfc467-695c-4b77-8816-f3285a9818da.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-EP-A12J	TCGA-EP-A12J-11A	Solid Tissue Normal
5633b6cf-93d3-4c48-8606-011c5b3c8f75	a537c512-8103-407e-8461-d08d99986272.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-EP-A12J	TCGA-EP-A12J-01A	Primary Tumor
9f8dc1f0-162f-475e-8f57-196b37fc15cf	f5838c28-81c4-4d72-807a-31aba5a7a2fa.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A116	TCGA-DD-A116-01A	Primary Tumor
ad75820c-b71f-45ea-ad8b-04e0adc5237d	2871b050-2775-4003-9a32-ba14aad7f166.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A116	TCGA-DD-A116-11A	Solid Tissue Normal
2c7f4417-b53b-4a95-ad5b-8f6d27c37067	68a72bda-906a-4592-9f84-b5340da9c0fe.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-NI-A4U2	TCGA-NI-A4U2-01A	Primary Tumor
a69f857a-c6de-46c0-98fb-01a827d950b4	7f9737e7-0454-45e4-a07a-0b9ee88a7cfa.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A112	TCGA-BC-A112-01A	Primary Tumor
0aed5679-2470-42f1-bb27-cad18626f808	13535a77-89be-4a8d-9da3-fb8f5dccb4d0.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-BC-A112	TCGA-BC-A112-11A	Solid Tissue Normal
ff3f91ae-f0f5-480e-8a0f-074596497269	37939fd3-4527-4915-aef7-5ba4c662cba5.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NS	TCGA-DD-A4NS-01A	Primary Tumor
e4c974b8-ea14-4ab0-a437-9092d0923d0d	14059a4d-9662-41f1-a1af-34a6ddebdbce.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-FV-A3I0	TCGA-FV-A3I0-01A	Primary Tumor
f431a43e-84f0-4030-ae0a-1def8166ff2c	938a51d3-cfef-475c-8a1b-bfa538efb2e7.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A4	TCGA-DD-A3A4-01A	Primary Tumor
d143e7f0-daef-460a-a052-62daafe350cb	2b6bdd7e-5cbe-4fb5-92a3-8816f669a372.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A3A0	TCGA-DD-A3A0-01A	Primary Tumor
6eb3fc53-6b1c-4589-a839-1f21ff9f9b8e	e28f0e8e-b16f-4246-aac6-d93e1b2c3281.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A113	TCGA-DD-A113-11A	Solid Tissue Normal
d330f028-191d-4886-8f70-8a9d11dedf5c	6fb25426-5ed1-45c6-ae0c-bea753c212cf.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A113	TCGA-DD-A113-01A	Primary Tumor
952e0a65-cc5c-4456-91f5-0cfa1d2ea1c2	2ec9d7c2-702c-4fe4-a06d-300b82c7b563.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-EP-A26S	TCGA-EP-A26S-11A	Solid Tissue Normal
e59b0632-d652-4508-8fc4-372cab2b816c	61197558-b8e2-473b-afbd-0e367895ea2c.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-EP-A26S	TCGA-EP-A26S-01A	Primary Tumor
c79aa10f-b145-42b5-8a53-dfe8e0f0883f	7023519b-185a-417f-b270-60400da2953b.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NN	TCGA-DD-A4NN-01A	Primary Tumor
866c0b0c-2161-438c-bf5f-dfaba4a9108d	2adf6579-49b3-4cfd-af00-b6456e6bdc21.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-EP-A3RK	TCGA-EP-A3RK-01A	Primary Tumor
6a7d407e-f883-4699-be47-b4039a0e1298	6a0e58d4-cacd-48a6-91d4-35e3492305cb.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A4NV	TCGA-DD-A4NV-01A	Primary Tumor
f2ed1901-2444-4875-8789-3d3b491538d8	4d3f3e62-5d51-406b-93c1-a1b1ea0ac0bb.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EB	TCGA-DD-A1EB-01A	Primary Tumor
a911d520-8533-4292-a0be-dcab9601cb6e	61daaa0f-722a-4a46-a292-8848a0827cea.methylation_array.sesame.level3betas.txt	DNA Methylation	Methylation Beta Value	TCGA-LIHC	TCGA-DD-A1EB	TCGA-DD-A1EB-11A	Solid Tissue Normal
